search URL:,https://patents.google.com/?q=bike
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link
CN101723034A,Portable folding bicycle ,詹富生,詹富生,2008-10-29,2008-10-29,2010-06-09,,https://patents.google.com/patent/CN101723034A/en
GB189616526A,"Improvements in Bicycles, Tricycles, and other Velocipedes. ",Frederick John Osmond,Frederick John Osmond,1896-07-25,1896-07-25,1897-06-19,,https://patents.google.com/patent/GB189616526A/en
KR20150081136A,Lightweight cushioning effect is enhanced bicycle ,박진수,박진수,2014-01-03,2014-01-03,2015-07-13,,https://patents.google.com/patent/KR20150081136A/en
JP2016013767A,Saddle-riding type vehicle ,"ヤマハ発動機株式会社, Yamaha Motor Co Ltd","充利 今村, Mitsutoshi Imamura, 充利 今村",2014-07-02,2014-07-02,2016-01-28,,https://patents.google.com/patent/JP2016013767A/en
KR20110095429A,Eco-friendly cycle taxicab ,최도연,최도연,2010-02-19,2010-02-19,2011-08-25,,https://patents.google.com/patent/KR20110095429A/en
GB189701949A,Improvements in Velocipedes. ,William Borthwick Smith,William Borthwick Smith,1897-01-25,1897-01-25,1898-01-01,,https://patents.google.com/patent/GB189701949A/en
KR20090038261A,Handlebar on hand power thing ,박유은,박유은,2007-10-15,2007-10-15,2009-04-20,,https://patents.google.com/patent/KR20090038261A/en
GB189821667A,Improvements in and relating to the Steering Heads and Forks of Velocipedes and other Road Vehicles. ,James Malcolm Hamilton Venour,James Malcolm Hamilton Venour,1898-10-14,1898-10-14,1898-12-10,,https://patents.google.com/patent/GB189821667A/en
GB189514611A,"Improvements in Saddles for Bicycles, Tricycles, and other Velocipedes. ",William Alfred Lamplugh,William Alfred Lamplugh,1895-08-01,1895-08-01,1896-05-30,,https://patents.google.com/patent/GB189514611A/en
GB2493171A,Tilting multi-track pedal cycle ,Valentin Jordanov Vodev,Valentin Jordanov Vodev,2011-07-26,2011-07-26,2013-01-30,,https://patents.google.com/patent/GB2493171A/en
GB189603210A,"Improvements in Clips for Attaching Saddles to Bicycles, Tricycles, and other Velocipedes. ",Henry Arthur Lamplugh,Henry Arthur Lamplugh,1896-02-12,1896-02-12,1897-01-30,,https://patents.google.com/patent/GB189603210A/en
WO2017144100A1,Bicycle frame ,Bmc Switzerland Ag,"Eric Julliard, Stefan Christ",2016-02-25,2016-02-25,2017-08-31,,https://patents.google.com/patent/WO2017144100A1/en
WO2004043772A3,Two-wheeler provided in the form of a driveless scooter ,Helmut Neumann,Helmut Neumann,2002-11-11,2003-11-11,2004-07-15,,https://patents.google.com/patent/WO2004043772A3/en
WO2009072140A1,"A bicycle, propelled manually, with facilities for both rear and front wheel propulsion ",Shruti Mishra,Shruti Mishra,2007-12-03,2008-06-09,2009-06-11,,https://patents.google.com/patent/WO2009072140A1/en
GB189503319A,"Improvements in and connected with Mudguards for the Wheels of Bicycles, Tricycles, and other Velocipedes. ",Sam Thomas Richardson,Sam Thomas Richardson,1895-02-15,1895-02-15,1895-12-21,,https://patents.google.com/patent/GB189503319A/en
CA2051316A1,Snow cycle attachment for bicycle frame ,Randall E. Rhode,Randall E. Rhode,1990-09-17,1991-09-13,1992-03-18,,https://patents.google.com/patent/CA2051316A1/en
GB189809595A,Improvements in or relating to Cycles. ,Alfred Julius Boult,Alfred Julius Boult,1898-04-26,1898-04-26,1899-02-11,,https://patents.google.com/patent/GB189809595A/en
CA2307454A1,Method and apparatus for connecting bicycles or other vehicles ,Valen Matthew Steer,Valen Matthew Steer,2000-05-03,2000-05-03,2001-11-03,,https://patents.google.com/patent/CA2307454A1/en
GB190416497A,Improvements in Steering Gear for Cycles ,James Duncan,James Duncan,1904-07-26,1904-07-26,1904-10-27,,https://patents.google.com/patent/GB190416497A/en
KR20070007401A,Seat type cycle handle ,최진만,최진만,2005-07-11,2005-07-11,2007-01-16,,https://patents.google.com/patent/KR20070007401A/en
CA2129201A1,Multicycle ,"Willy Wai Tong, Tik Ki Tong","Willy Wai Tong, Tik Ki Tong",1994-07-29,1994-07-29,1996-01-30,,https://patents.google.com/patent/CA2129201A1/en
JP2015178308A,Saddle riding type vehicle with rear grip ,"本田技研工業株式会社, Honda Motor Co Ltd","知 伊藤, Satoru Ito, 知 伊藤",2014-03-19,2014-03-19,2015-10-08,,https://patents.google.com/patent/JP2015178308A/en
KR20130093066A,Bicycle ,김준귀,김준귀,2013-08-02,2013-08-02,2013-08-21,,https://patents.google.com/patent/KR20130093066A/en
GB189620682A,Improvements in Detachable Mudguard Stays for Bicycles and other Velocipedes and Road Carriages. ,John Fletcher,John Fletcher,1896-09-18,1896-09-18,1897-09-04,,https://patents.google.com/patent/GB189620682A/en
GB2200604A,Bicycles for two persons ,Glyn Lambert,Glyn Lambert,1986-12-24,1986-12-24,1988-08-10,,https://patents.google.com/patent/GB2200604A/en
WO2017077397A2,Bicycle and bicycle frame ,"Denis Buj, Robert Coyle","Denis Buj, Robert Coyle",2015-11-04,2016-11-04,2017-05-11,,https://patents.google.com/patent/WO2017077397A2/en
KR20040013036A,Safety bicycle ,Worldjoint Co Ltd Branch,Sil Sang Park,2004-01-10,2004-01-10,2004-02-11,,https://patents.google.com/patent/KR20040013036A/en
WO2007057198A1,Rocker for the rear derailleur of a bicycle ,Angelo Pionna,Angelo Pionna,2005-11-18,2006-11-17,2007-05-24,,https://patents.google.com/patent/WO2007057198A1/en
JP2014198541A,Rear fender support structure of saddle riding type vehicle ,"本田技研工業株式会社, Honda Motor Co Ltd","安男 新出, Yasuo Niide, 安男 新出, 浩太 滝澤, Kota Takizawa, 浩太 滝澤",2013-03-29,2013-03-29,2014-10-23,,https://patents.google.com/patent/JP2014198541A/en
CA2763719A1,Micro rack and pannier system ,Paul Rayman,Paul Rayman,2012-01-03,2012-01-03,2013-07-03,,https://patents.google.com/patent/CA2763719A1/en
RU95118379A,Twin bicycle ,"В.П. Захаров, Ua], В.А. Чувашев, Э.П. Москалев, А.Н. Бурковский, В.В. Захаров, И.В. Чувашев, Ru]","В.П. Захаров, Ua], В.А. Чувашев, Э.П. Москалев, А.Н. Бурковский, В.В. Захаров, И.В. Чувашев, Ru]",1995-10-24,1995-10-24,1996-12-20,,https://patents.google.com/patent/RU95118379A/en
KR20160068121A,Lightweight detachable bike stand ,"장원주, 조익준","장원주, 조익준",2014-12-04,2014-12-04,2016-06-15,,https://patents.google.com/patent/KR20160068121A/en
GB189524930A,"Improvements in Detachable Lamp Brackets for Bicycles, Tricycles, and other Velocipedes. ",Frederick Thomas Harrop,Frederick Thomas Harrop,1895-12-30,1895-12-30,1896-11-07,,https://patents.google.com/patent/GB189524930A/en
JP2013071552A,Exterior component for saddle-type vehicle ,"Honda Motor Co Ltd, 本田技研工業株式会社","Takefumi Okubo, 武文 大久保, Kanji Hayashi, 寛二 林, Yoshihiko Fujii, 快彦 藤井, Jun Ishikawa, 潤 石川, Atsushi Takasaki, 篤志 高崎",2011-09-27,2011-09-27,2013-04-22,,https://patents.google.com/patent/JP2013071552A/en
CN106828723A,Hopper-integrated type bicycle ,宁波欧诺车业有限公司,张卓,2016-10-26,2016-10-26,2017-06-13,,https://patents.google.com/patent/CN106828723A/en
JP2011051411A,Under cowl structure of saddle-riding type vehicle ,"Honda Motor Co Ltd, 本田技研工業株式会社","Mamoru Isomura, Makoto Kodama, Chosho Okamura, Kenji Tanaka, Mizuki Yamauchi, 真 児玉, みずき 山内, 暢昭 岡村, 健司 田中, 守 磯村",2009-08-31,2009-08-31,2011-03-17,,https://patents.google.com/patent/JP2011051411A/en
WO2011081534A1,Bicycle bungee ,Patrick James Meffan,Patrick James Meffan,2009-12-14,2010-12-12,2011-07-07,,https://patents.google.com/patent/WO2011081534A1/en
GB189514874A,Improvements in Pedals for Bicycles and other Velocipedes. ,Thomas Valatien Handloser,Thomas Valatien Handloser,1895-08-06,1895-08-06,1896-05-30,,https://patents.google.com/patent/GB189514874A/en
GB189921761A,Improvements in Bicycles and Velocipedes and in the Parts thereof. ,"James Harold Barry, John Eben Hall","James Harold Barry, John Eben Hall",1899-10-31,1899-10-31,1900-10-31,,https://patents.google.com/patent/GB189921761A/en
GB189620862A,"Improvements in Detachable Mud Guards for the Wheels of Bicycles, Tricycles, and other Velocipedes. ",Ernest John Woodward,Ernest John Woodward,1896-09-21,1896-09-21,1897-07-24,,https://patents.google.com/patent/GB189620862A/en
GB189818490A,"Improvements in or relating to Bicycles, more especially Bicycles adapted for use in Military Service. ",James Caldwell Anderson,James Caldwell Anderson,1898-08-29,1898-08-29,1898-12-23,,https://patents.google.com/patent/GB189818490A/en
GB189702906A,Improvements in Cycles. ,John Bernard Edmund Field,John Bernard Edmund Field,1897-02-08,1897-02-08,1897-12-24,,https://patents.google.com/patent/GB189702906A/en
GB189823052A,A New or Improved Tricycle. ,Max Joseph Thoma,Max Joseph Thoma,1898-11-02,1898-11-02,1898-12-03,,https://patents.google.com/patent/GB189823052A/en
GB189821938A,"Improvements in Driving and Steering Mechanism for Cycles, and Frame for such Machines. ",William Edward Brock,William Edward Brock,1898-10-18,1898-10-18,1899-05-20,,https://patents.google.com/patent/GB189821938A/en
GB189516800A,"Improvements in Bicycles, Tricycles, and other Velocipedes. ",John Vernon Pugh,John Vernon Pugh,1895-09-07,1895-09-07,1896-07-25,,https://patents.google.com/patent/GB189516800A/en
GB189912561A,Rear-steering Bicycle. ,John Smith Macgregor,John Smith Macgregor,1899-06-16,1899-06-16,1900-06-02,,https://patents.google.com/patent/GB189912561A/en
GB189610361A,"Improvements relating to Bicycles, Tricycles, and other Velocipedes. ",Joseph Leonard Souhami,Joseph Leonard Souhami,1896-05-14,1896-05-14,1897-04-17,,https://patents.google.com/patent/GB189610361A/en
GB189626603A,"Improvements in Brakes for Bicycles, Tricycles and other Velocipedes and Motor Cycles. ","Charles Vernon Pugh, John Vernon Pugh, Harry Parsons","Charles Vernon Pugh, John Vernon Pugh, Harry Parsons",1896-11-24,1896-11-24,1897-10-23,,https://patents.google.com/patent/GB189626603A/en
GB189621855A,"Improvements in Brakes for Bicycles, Tricycles, and other Velocipedes and Motor Cycles. ","Charles Vernon Pugh, John Vernon Pugh, Harry Parsons","Charles Vernon Pugh, John Vernon Pugh, Harry Parsons",1896-10-02,1896-10-02,1897-08-21,,https://patents.google.com/patent/GB189621855A/en
GB189617386A,"Improvements in Forks for Bicycles, Tricycles, and other Velocipedes. ","Tom Bennett, Elise Kauffmann Kendall","Tom Bennett, Elise Kauffmann Kendall",1896-08-06,1896-08-06,1897-06-19,,https://patents.google.com/patent/GB189617386A/en
JPH0512389U,Batsukuhoku telescopic shock absorber ,小山  逸雄,"省吾 大谷, 芳雄 小山",1991-08-02,1991-08-02,1993-02-19,,https://patents.google.com/patent/JPH0512389U/en
FR344606A,"anti-trépidateur system for handlebars and bicycle saddles carriers, tricycles, motorcycles and quads ",Alfred Vinatier,Alfred Vinatier,1904-06-23,1904-06-23,1904-11-09,1904-11-09,https://patents.google.com/patent/FR344606A/en
FR3457E,"anti-trépidateur system for handlebars and bicycle saddles carriers, tricycles, motorcycles and quads ",Alfred Vinatier,Alfred Vinatier,1904-06-23,1904-07-09,1904-11-17,1904-11-17,https://patents.google.com/patent/FR3457E/en
GB189401429A,Adjustable Front Fork Stay for Bicycles and Tricycles. ,Alexander Mccormack,Alexander Mccormack,1894-01-23,1894-01-23,1894-11-24,,https://patents.google.com/patent/GB189401429A/en
GB189519752A,"Improvements in the Pedals of Bicycles, Tricycles, and other Velocipedes. ","Walter John Lloyd, William Priest","Walter John Lloyd, William Priest",1895-10-21,1895-10-21,1896-07-25,,https://patents.google.com/patent/GB189519752A/en
GB189712509A,Improvements in Bicycle and like Frames. ,"Francis Beauchamp, John Cowell Colman","Francis Beauchamp, John Cowell Colman",1897-05-20,1897-05-20,1898-04-30,,https://patents.google.com/patent/GB189712509A/en
GB189623386A,"Improvements in Bicycles, Tricycles and other Velocipedes and in Motor Cycles. ","George Mabbutt, Barnet George Price","George Mabbutt, Barnet George Price",1896-10-21,1896-10-21,1897-08-14,,https://patents.google.com/patent/GB189623386A/en
GB189908528A,"An Improved Brake for Bicycles, Tricycles, and other Suitable Road Vehicles. ","William Linnell, Sampson Newman","William Linnell, Sampson Newman",1899-04-24,1899-04-24,1900-03-10,,https://patents.google.com/patent/GB189908528A/en
JP3052310U,"Bicycle, motor bike for rainproof, snow cover device ",悦夫 中川,悦夫 中川,1998-03-16,1998-03-16,1998-09-25,,https://patents.google.com/patent/JP3052310U/en
CN2043208U,Safety tricycle ,北京自行车零件协会,"刘阔泉, 顾能彪, 邓荣",1988-11-22,1988-11-22,1989-08-23,,https://patents.google.com/patent/CN2043208U/en
GB189909253A,Improvements in Rim-brake Mechanism for Cycles. ,George William Rice,George William Rice,1899-05-02,1899-05-02,1899-06-10,,https://patents.google.com/patent/GB189909253A/en
CN1740027A,Locking device of bicycle turning lock ,上海百顺锁业有限公司,倪伯承,2004-08-26,2004-08-26,2006-03-01,,https://patents.google.com/patent/CN1740027A/en
CN106828741A,Bicycle with telescopically adjustable frame ,天津顺兴捷科技有限责任公司,祁艳霞,2016-12-31,2016-12-31,2017-06-13,,https://patents.google.com/patent/CN106828741A/en
JP2000168665A,Front wheel suspension device for two wheeler ,"Tekkuin:Kk, 有限会社テックイン","Koichi Maruyama, Fumihiko Sato, 功一 丸山, 文彦 佐藤",1998-12-03,1998-12-03,2000-06-20,,https://patents.google.com/patent/JP2000168665A/en
CN106965896A,Single or double folding bicycle conversion ,缪慧文,缪慧文,2016-01-13,2016-01-13,2017-07-21,,https://patents.google.com/patent/CN106965896A/en
CN102806970A,Bicycle ,黄皓坚,黄皓坚,2011-05-30,2012-03-19,2012-12-05,,https://patents.google.com/patent/CN102806970A/en
GB189825975A,Improvements in Bicycles. ,George Washington Manson,George Washington Manson,1898-12-08,1898-12-08,1899-03-11,,https://patents.google.com/patent/GB189825975A/en
CN106218800A,Bicycle capable of saving labor by 170 percent ,宋长伟,宋长伟,2015-01-17,2015-09-15,2016-12-14,,https://patents.google.com/patent/CN106218800A/en
CN106741555A,Quick variable-speed bicycle ,天津顺兴捷科技有限责任公司,祁艳霞,2016-12-31,2016-12-31,2017-05-31,,https://patents.google.com/patent/CN106741555A/en
CN101565084A,Bicycle pulled by elasticity ,徐德坤,徐德坤,2008-04-27,2008-04-27,2009-10-28,,https://patents.google.com/patent/CN101565084A/en
CN1091706A,Multifunction stand of bicycle ,王杭勇,王杭勇,1993-06-06,1993-06-06,1994-09-07,,https://patents.google.com/patent/CN1091706A/en
GB189521109A,"Improvements in Pedals and in the Toe Clips of Pedals for Bicycles, Tricycles, and other Velocipedes, and in the Manufacture of the said Pedals. ","Frederick John Osmond, Robert Holden Housman","Frederick John Osmond, Robert Holden Housman",1895-11-07,1895-11-07,1896-09-05,,https://patents.google.com/patent/GB189521109A/en
CA2035699A1,Bicycle kit ,Harvey Scott,Harvey Scott,1991-02-05,1991-02-05,1992-08-06,,https://patents.google.com/patent/CA2035699A1/en
CN1740025A,Locking part of bicycle turning lock ,上海百顺锁业有限公司,倪伯承,2004-08-26,2004-08-26,2006-03-01,,https://patents.google.com/patent/CN1740025A/en
GB189826563A,Improvements in Cycles for Carrying Goods or Persons. ,"Edward Levison, Charles Ignaz Steiner","Edward Levison, Charles Ignaz Steiner",1898-12-15,1898-12-15,1899-04-29,,https://patents.google.com/patent/GB189826563A/en
GB189628494A,"Improvements in Driving Mechanism for Bicycles, Tricycles, and other Velocipedes. ","Frederick John Tinker, Arthur Frederick Tinker","Frederick John Tinker, Arthur Frederick Tinker",1896-12-12,1896-12-12,1897-07-10,,https://patents.google.com/patent/GB189628494A/en
WO2012108788A2,Racing bicycle ,Petrovsky Jury Antonovich,"Jury Antonovich PETROVSKY, Юрий Антонович ПЕТРОВСКИЙ",2011-02-08,2012-01-24,2012-08-16,,https://patents.google.com/patent/WO2012108788A2/en
GB189619058A,"Improved Cranks and Driving Apparatus for Velocipedes, including Bicycles and Tricycles. ",Louise Annie Mcleish,Louise Annie Mcleish,1896-08-28,1896-08-28,1896-11-21,,https://patents.google.com/patent/GB189619058A/en
CN102476678A,Portable baby bicycle ,张梅芳,张梅芳,2010-11-24,2010-11-24,2012-05-30,,https://patents.google.com/patent/CN102476678A/en
JP2001260970A,Breather pipe fitting structure for riding type vehicle ,"Kawasaki Heavy Ind Ltd, 川崎重工業株式会社","Takeshi Usui, 剛 臼井",2000-03-15,2000-03-15,2001-09-26,,https://patents.google.com/patent/JP2001260970A/en
GB189520899A,"Improvement in Brakes for Cart, Carriage, Bicycle, Tricycle, and Perambulator Wheels. ",Thomas William Wood Roberts,Thomas William Wood Roberts,1895-11-05,1895-11-05,1896-03-07,,https://patents.google.com/patent/GB189520899A/en
GB189313342A,"Improvements in Wheels for Bicycles, Tricycles, and other Velocipedes and Wheel Carriages. ","Charles Taylor, George Benjamin Taylor","Charles Taylor, George Benjamin Taylor",1893-07-08,1893-07-08,1894-06-16,,https://patents.google.com/patent/GB189313342A/en
CN101734333A,Wind-power riding aid for bicycle ,王振九,王振九,2008-11-11,2008-11-11,2010-06-16,,https://patents.google.com/patent/CN101734333A/en
CA2292890A1,Bicycle lengthened using standard components ,Jean-Marc Montigny,Jean-Marc Montigny,1999-12-18,1999-12-18,2001-06-18,,https://patents.google.com/patent/CA2292890A1/en
